EnsemblID,gene_name,Chr,Biotype,ChrCat,logFC_UCLA,CI.L_UCLA,CI.R_UCLA,AveExpr_UCLA_AllSamples,AveExpr_UCLA_Males,AveExpr_UCLA_Females,t_UCLA,P.Value_UCLA,adj.P.Val_UCLA,B_UCLA,SE_UCLA,SE2_UCLA,absLogFC_UCLA,power_alpha0.05_UCLA,power_alpha0.1_UCLA,logFC_BV,CI.L_BV,CI.R_BV,AveExpr_BV_AllSamples,AveExpr_BV_Males,AveExpr_BV_Females,t_BV,P.Value_BV,adj.P.Val_BV,B_BV,SE_BV,SE2_BV,absLogFC_BV,power_alpha0.05_BV,power_alpha0.1_BV,invNorm_adjPval,invNorm_testStats,invNorm_rawPval
ENSG00000004975,DVL2,chr17,protein_coding,Auto,0.011341658,-0.015147442,0.037830758,5.30425918,5.191098259,5.1797566,0.845233218,0.39917491,0.976859378,-8.816767652,0.013514847,0.000182651,0.011341658,0.134010377,0.217433955,0.023699897,-0.065340859,0.112740654,4.249541363,3.351462988,3.32824995,0.531217944,0.597014133,0.977030856,-8.257203239,0.045428958,0.00206379,0.023699897,0.081963858,0.146554159,0.957927945,0.072220645,0.471213158
ENSG00000005007,UPF1,chr19,protein_coding,Auto,-0.016913588,-0.046251246,0.01242407,5.823733675,5.812186539,5.829100126,-1.138092384,0.256691704,0.949693048,-8.610090552,0.014968193,0.000224047,0.016913588,0.204737744,0.307297162,-0.019657323,-0.116224626,0.07690998,5.275798566,5.330055007,5.367561166,-0.406264976,0.685834995,0.986354057,-8.496826543,0.049269032,0.002427438,0.019657323,0.06856995,0.127323533,0.948078213,0.266205488,0.395040478
ENSG00000005020,SKAP2,chr7,protein_coding,Auto,0.207062899,0.058884077,0.355241722,0.842527523,2.442767879,2.235704972,2.758565843,0.006444733,0.418299227,-4.262347659,0.07560144,0.005715578,0.207062899,0.783159665,0.864916082,0.206889303,0.004512547,0.409266058,1.883552562,0.008071685,-0.0445152,2.040292908,0.045241985,0.766327796,-5.806847862,0.103253447,0.010661274,0.206889303,0.520458016,0.646253428,0.155008188,3.008308032,0.001313534
ENSG00000005022,SLC25A5,chrX,protein_coding,X,-0.005164102,-0.030316729,0.019988525,5.705790106,5.682432139,5.687596239,-0.405301903,0.685767881,0.988868367,-9.15890488,0.012832973,0.000164685,0.005164102,0.068804696,0.127524937,0.029487239,-0.046519852,0.105494329,4.945798823,4.909481149,4.839462672,0.774274768,0.441475997,0.966354765,-8.216565308,0.038779128,0.001503821,0.029487239,0.118948631,0.197825894,0.978189159,-0.316299281,0.624112322
ENSG00000005059,CCDC109B,chr4,protein_coding,Auto,-0.048806974,-0.156757194,0.059143245,3.522862437,3.515943371,3.564750342,-0.892535624,0.373374191,0.973124832,-8.349767223,0.055076643,0.003033437,0.048806974,0.143953696,0.230499816,-0.122763988,-0.444590532,0.199062557,4.060002977,2.12846298,2.044161449,-0.761314739,0.449124727,0.966354765,-8.083574937,0.164197217,0.026960726,0.122763988,0.116604083,0.194649234,0.944571034,0.338739555,0.36740297
ENSG00000005075,POLR2J,chr7,protein_coding,Auto,0.024383871,-0.021977153,0.070744895,2.92445112,2.932636834,2.908252963,1.038285592,0.30061939,0.959880308,-8.037174444,0.023653584,0.000559492,0.024383871,0.178200092,0.274384575,-0.010389681,-0.099930081,0.079150719,2.90273542,2.765020558,2.7664419,-0.231578529,0.817567027,0.993527927,-8.042829222,0.045683877,0.002087017,0.010389681,0.055991745,0.108904595,0.963383962,-0.08014738,0.53193998
ENSG00000005100,DHX33,chr17,protein_coding,Auto,-0.033443842,-0.071890718,0.005003035,4.936074987,5.347006035,5.380449876,-1.717205626,0.087772318,0.870359545,-7.626095069,0.019615753,0.000384778,0.033443842,0.400445694,0.526499579,0.023457862,-0.059370718,0.106286442,3.256864422,4.581342623,4.521864642,0.565227558,0.573795744,0.976174029,-8.019837524,0.04225948,0.001785864,0.023457862,0.086260634,0.152644427,0.891036787,1.013088813,0.155508871
ENSG00000005108,THSD7A,chr7,protein_coding,Auto,0.067661639,-0.000481231,0.13580451,6.939073033,7.023920674,6.956259033,1.960149959,0.051621435,0.799624316,-7.457603203,0.03476677,0.001208728,0.067661639,0.495677574,0.620908952,-0.024895715,-0.16164685,0.111855419,7.604448036,7.050678954,7.012109998,-0.363336292,0.71749082,0.988571854,-8.598030271,0.069770987,0.004867991,0.024895715,0.06482293,0.121874221,0.88851519,1.020057195,0.153850668
ENSG00000005156,LIG3,chr17,protein_coding,Auto,-0.004267009,-0.030227455,0.021693437,5.92506441,5.907308943,5.911575952,-0.324473019,0.74598095,0.989640717,-9.219466981,0.013245126,0.000175433,0.004267009,0.062007826,0.117670106,-0.00340424,-0.05171157,0.04490309,5.52936981,5.711230057,5.716544709,-0.14064433,0.888570424,0.995903121,-8.605313253,0.024646597,0.000607455,0.00340424,0.052205017,0.103287113,0.995139906,-1.234468107,0.891485738
ENSG00000005175,RPAP3,chr12,protein_coding,Auto,0.026617517,-0.004881195,0.058116229,4.59990545,5.061399241,5.034781724,1.66817632,0.097131262,0.891711927,-7.62979055,0.016070771,0.00025827,0.026617517,0.38175597,0.507112643,0.02889808,-0.032772994,0.090569154,4.750846861,5.460838812,5.438078693,0.9351959,0.353026059,0.952481758,-8.072893766,0.031464833,0.000990036,0.02889808,0.151600581,0.241133832,0.855524457,1.284370982,0.099506091
ENSG00000005189,AC004381.6,chr16,protein_coding,Auto,0.011419618,-0.032813897,0.055653134,3.558040273,3.199815435,3.188395817,0.509644484,0.610964989,0.987780657,-8.616778183,0.02256812,0.00050932,0.011419618,0.079900851,0.143398216,0.069183697,-0.029319216,0.167686609,2.916187985,3.164393656,3.06924295,1.401747549,0.1655792,0.912055189,-7.116505539,0.050256588,0.002525725,0.069183697,0.281993531,0.39972858,0.944571034,0.315957426,0.376017412
ENSG00000005194,CIAPIN1,chr16,protein_coding,Auto,-0.006700785,-0.035054503,0.021652932,5.272418106,5.169505556,5.176206341,-0.466533557,0.641434069,0.987780657,-9.060230155,0.014466182,0.00020927,0.006700785,0.074995527,0.136413128,0.014245771,-0.037856983,0.066348525,5.09566248,4.695999007,4.694679826,0.545682959,0.587085462,0.977030856,-8.407815083,0.026583038,0.000706658,0.014245771,0.083756929,0.149100198,0.983384103,-0.423269959,0.663950845
ENSG00000005206,SPPL2B,chr19,other,Auto,-0.005452497,-0.050899075,0.03999408,5.07337783,5.701674085,5.707126579,-0.236843507,0.813064851,0.989640717,-9.104386337,0.023187029,0.000537638,0.005452497,0.056377295,0.109426909,0.037347309,-0.071159924,0.145854542,3.033396863,2.984576417,2.972079064,0.68693515,0.494480448,0.970811021,-7.882353394,0.055360833,0.003064822,0.037347309,0.103965922,0.177360106,0.988606663,-0.72619198,0.766139456
ENSG00000005238,FAM214B,chr9,protein_coding,Auto,0.019644666,-0.009481464,0.048770797,4.983830049,4.791227725,4.771583059,1.331462927,0.184828728,0.935858129,-8.226313439,0.01486027,0.000220828,0.019644666,0.262881531,0.376454416,0.032493921,-0.035761776,0.100749617,4.496997768,4.374946895,4.334744353,0.950119705,0.345446092,0.948596804,-8.002071944,0.034824335,0.001212734,0.032493921,0.154961012,0.245497197,0.89645917,0.964974886,0.167278696
ENSG00000005249,PRKAR2B,chr7,protein_coding,Auto,-0.011872006,-0.047450059,0.023706047,7.850437794,7.92239576,7.934267767,-0.658732559,0.510963406,0.983531926,-9.200963278,0.018152068,0.000329498,0.011872006,0.100414152,0.172088821,0.014519944,-0.056390952,0.085430839,8.232684736,7.477858067,7.498238068,0.408664658,0.684081356,0.986303593,-8.552950724,0.036179028,0.001308922,0.014519944,0.068792209,0.127645788,0.976957794,-0.293171241,0.615304367
ENSG00000005302,MSL3,chrX,protein_coding,X,0.007689847,-0.020894126,0.036273821,5.167368624,5.462355855,5.454666008,0.531082892,0.596058157,0.987780657,-9.005338446,0.01458366,0.000212683,0.007689847,0.082510009,0.147093426,0.003345649,-0.053257223,0.059948522,4.666487797,4.947270318,4.962532007,0.117966059,0.906445413,0.997129951,-8.480202281,0.028879016,0.000833998,0.003345649,0.051550702,0.102312941,0.991787207,-0.94540816,0.827774731
ENSG00000005339,CREBBP,chr16,protein_coding,Auto,0.01388903,-0.015916502,0.043694561,7.404923605,7.512297188,7.498408158,0.919903437,0.358933538,0.969539134,-8.97244728,0.015206904,0.00023125,0.01388903,0.149969805,0.23833183,0.039361389,-0.027945291,0.10666807,6.90663951,6.972660053,6.984508579,1.167151846,0.247261844,0.930695353,-7.999843954,0.034340143,0.001179245,0.039361389,0.210076691,0.314826689,0.916042363,0.683873858,0.247027412
ENSG00000005379,BZRAP1,chr17,protein_coding,Auto,0.011279775,-0.017240287,0.039799838,6.386762707,6.624267335,6.612987558,0.780759325,0.436035602,0.982329245,-9.020720981,0.014551052,0.000211733,0.011279775,0.121386279,0.200619146,0.018764544,-0.048446697,0.085975785,5.906895545,6.549927391,6.513639174,0.557200144,0.579236485,0.977030856,-8.492235402,0.034291449,0.001175903,0.018764544,0.085221055,0.151174334,0.959518366,0.020045728,0.492003447
ENSG00000005436,GCFC2,chr2,protein_coding,Auto,0.019410957,-0.020619087,0.059441,5.005817156,5.46042912,5.441018163,0.957255946,0.339804573,0.965801797,-8.651866051,0.020423492,0.000417119,0.019410957,0.158491183,0.249333619,0.00478245,-0.054239844,0.063804744,5.026376556,4.839209545,4.764074997,0.161714693,0.872014343,0.994129994,-8.545159072,0.030113415,0.000906818,0.00478245,0.052916578,0.104345329,0.977486948,-0.30037757,0.618055415
ENSG00000005448,WDR54,chr2,protein_coding,Auto,-0.019551503,-0.056617132,0.017514125,3.751683205,3.502290814,3.521842317,-1.041300307,0.299222587,0.959880308,-8.268424317,0.018911035,0.000357627,0.019551503,0.178965405,0.275346581,0.027194532,-0.054210049,0.108599114,3.472910335,3.485028941,3.505382172,0.66672672,0.507222763,0.970811021,-8.001325574,0.04153295,0.001724986,0.027194532,0.100771846,0.172945111,0.938609068,0.424476444,0.33560919
ENSG00000005469,CROT,chr7,protein_coding,Auto,-0.00684624,-0.052819083,0.039126602,3.341539475,3.431106838,3.437953078,-0.293980129,0.769133596,0.989640717,-8.636823342,0.023455532,0.000550162,0.00684624,0.059844987,0.114512346,-0.022430063,-0.111690244,0.066830118,3.493617502,4.116864303,4.066305365,-0.501519527,0.617639814,0.977546812,-8.122595722,0.045540909,0.002073974,0.022430063,0.078441279,0.14153316,0.988606663,-0.776460097,0.781261314
ENSG00000005471,ABCB4,chr7,protein_coding,Auto,-0.206035341,-0.342237798,-0.069832884,1.361707847,0.939087453,1.145122798,-2.98623501,0.00324401,0.305718119,-3.775846127,0.069491049,0.004829006,0.206035341,0.843577976,0.908144253,0.006612939,-0.269641046,0.282866925,0.895751714,1.07958259,1.197961952,0.047775044,0.962036813,0.999083566,-7.588336418,0.140945911,0.01986575,0.006612939,0.050254127,0.100379447,0.861684939,1.244904192,0.106583485
ENSG00000005483,KMT2E,chr7,protein_coding,Auto,-0.005150894,-0.02646756,0.016165771,8.054600221,7.924693153,7.929844047,-0.477013377,0.633968447,0.987780657,-9.311706965,0.01087585,0.000118284,0.005150894,0.076146168,0.13805612,0.023726386,-0.026237962,0.073690733,7.94021162,7.982799391,7.961319829,0.947734042,0.346650623,0.948596804,-8.198827797,0.025492014,0.000649843,0.023726386,0.15442035,0.2447963,0.961863592,-0.059975108,0.52391227
ENSG00000005486,RHBDD2,chr7,protein_coding,Auto,0.015565821,-0.01429321,0.045424852,4.626594426,4.621723473,4.606157652,1.029114083,0.304895724,0.960671448,-8.504104775,0.0152342,0.000232081,0.015565821,0.175885845,0.271470757,0.065797946,-0.02023661,0.151832503,4.277108187,3.69713739,3.591021695,1.526351392,0.131601749,0.899440648,-7.246391162,0.043895182,0.001926787,0.065797946,0.32469717,0.447563278,0.882208948,1.052883281,0.146197245
ENSG00000005513,SOX8,chr16,protein_coding,Auto,0.059962142,-0.012456546,0.13238083,3.782352361,3.548857168,3.48889502,1.63453299,0.104007131,0.900071633,-7.480506434,0.03694831,0.001365178,0.059962142,0.369089516,0.493805184,0.033705592,-0.134752119,0.202163302,2.589218452,0.801698476,0.733982643,0.3993247,0.690916528,0.9868425,-7.95108264,0.085947812,0.007387026,0.033705592,0.067934942,0.126402233,0.911828917,0.757856595,0.224268419
ENSG00000005700,IBTK,chr6,protein_coding,Auto,0.006789447,-0.013645134,0.027224028,6.92328615,6.866990577,6.860201131,0.65589732,0.512781566,0.983531926,-9.154723862,0.010425807,0.000108697,0.006789447,0.099971982,0.171478856,-0.027828137,-0.06722469,0.011568415,6.636679816,6.149484992,6.153864086,-1.409746511,0.163212467,0.912055189,-7.693217258,0.020100282,0.000404021,0.027828137,0.284649362,0.402756533,0.927430259,0.52753507,0.298911034
ENSG00000005801,ZNF195,chr11,protein_coding,Auto,-0.012926711,-0.043505918,0.017652496,6.525096676,6.698991185,6.711917897,-0.834505167,0.405173671,0.979542738,-8.988542342,0.015601636,0.000243411,0.012926711,0.131835515,0.214555481,0.046806273,-0.005189608,0.098802155,6.036262901,6.4317662,6.387142393,1.796595178,0.076880884,0.844035424,-7.065225529,0.026528511,0.000703762,0.046806273,0.425150704,0.553475781,0.891118581,1.003294775,0.157859328
ENSG00000005810,MYCBP2,chr13,protein_coding,Auto,0.014746604,-0.006122612,0.03561582,9.159167093,9.071864116,9.057117512,1.39493217,0.16486572,0.931568096,-8.489820942,0.010647559,0.000113371,0.014746604,0.283748095,0.400373126,0.003482187,-0.053309808,0.060274182,9.362125362,9.650740388,9.641244397,0.122371434,0.902969012,0.997129951,-8.566871748,0.028975508,0.00083958,0.003482187,0.051668856,0.102488931,0.957927945,0.071384395,0.471545914
ENSG00000005812,FBXL3,chr13,protein_coding,Auto,-0.003384792,-0.026492823,0.019723238,6.328402162,6.388126128,6.39151092,-0.28915872,0.772814096,0.989640717,-9.277641169,0.011789811,0.000139,0.003384792,0.059522973,0.114041283,0.014737302,-0.030698238,0.060172843,5.990238951,5.907463482,5.879303129,0.647347405,0.519606006,0.970883579,-8.446686305,0.023181398,0.000537377,0.014737302,0.097804364,0.168826389,0.988490797,-0.645289727,0.740630276
ENSG00000005882,PDK2,chr17,protein_coding,Auto,-0.005763481,-0.04068659,0.029159628,4.259326701,4.123293816,4.129057298,-0.325791065,0.744985212,0.989640717,-8.885234954,0.017817913,0.000317478,0.005763481,0.062106241,0.117813539,0.01869446,-0.066672489,0.104061409,3.432017579,3.80481555,3.760338615,0.437057209,0.663467022,0.982170239,-8.116086731,0.043554566,0.001897,0.01869446,0.071524886,0.131599073,0.988606663,-0.78197521,0.782885429
ENSG00000005884,ITGA3,chr17,protein_coding,Auto,0.005853535,-0.045030751,0.05673782,4.77531091,5.001675056,4.99582152,0.227091933,0.82062655,0.989640717,-9.043175279,0.02596137,0.000673993,0.005853535,0.055861206,0.108667646,0.010094099,-0.060964916,0.081153114,4.497523991,4.551251143,4.519901823,0.283506802,0.777657411,0.989562689,-8.418896366,0.0362546,0.001314396,0.010094099,0.058995764,0.113336655,0.994102119,-1.188998748,0.88277992
ENSG00000005889,ZFX,chrX,protein_coding,X,-0.532914405,-0.554690561,-0.511138249,6.372166106,6.290416481,6.823330886,-48.31071253,7.04E-101,5.43E-98,219.7830894,0.011110284,0.000123438,0.532914405,1,1,-0.592469617,-0.638036064,-0.546903169,5.914296385,5.774908757,6.380423562,-25.94992028,8.38E-37,6.56E-34,73.23130376,0.023248187,0.000540478,0.592469617,1,1,0,Inf,0
ENSG00000005893,LAMP2,chrX,protein_coding,X,0.011132684,-0.020547854,0.042813221,5.276657261,5.301598224,5.29046554,0.693704529,0.488819277,0.983531926,-8.92545796,0.01616354,0.00026126,0.011132684,0.106035847,0.17981271,0.107312199,0.035152866,0.179471532,5.048579988,6.038760738,5.896031859,2.968053306,0.004145909,0.389654408,-4.3587044,0.036815986,0.001355417,0.107312199,0.832865378,0.902031153,0.806174051,1.513437424,0.065084292
ENSG00000005961,ITGA2B,chr17,protein_coding,Auto,0.014085539,-0.061282053,0.089453131,1.829506907,1.731939606,1.717854064,0.368940245,0.712633764,0.989640717,-8.189097088,0.038452853,0.001478622,0.014085539,0.065554859,0.122825819,-0.070622315,-0.244782341,0.103537711,0.90693446,1.796628593,1.944920512,-0.809298216,0.421191521,0.96572904,-7.249024757,0.088857156,0.007895594,0.070622315,0.125496947,0.206649008,0.979998729,-0.350887175,0.637163503
ENSG00000006007,GDE1,chr16,protein_coding,Auto,-0.017998856,-0.052023508,0.016025796,5.255691245,5.219527469,5.237526324,-1.044283511,0.297844693,0.959233376,-8.619704995,0.017359516,0.000301353,0.017998856,0.179724964,0.276300579,-0.0221541,-0.085701933,0.041393733,4.609828341,5.247752798,5.253030826,-0.695774443,0.488962373,0.970312305,-8.217494333,0.032422364,0.00105121,0.0221541,0.105395348,0.179329875,0.934630622,0.453596545,0.32505962
ENSG00000006015,C19orf60,chr19,protein_coding,Auto,0.030398016,-0.005966149,0.066762181,4.233282351,3.965542113,3.935144096,1.650208504,0.100756376,0.895631142,-7.581174171,0.018553145,0.000344219,0.030398016,0.374974094,0.500004692,0.038521388,-0.070947517,0.147990293,3.606346426,2.755752676,2.723293661,0.702305825,0.484906938,0.969536289,-8.013565154,0.055851482,0.003119388,0.038521388,0.106463888,0.180799918,0.880424713,1.075633366,0.14104563
ENSG00000006025,OSBPL7,chr17,protein_coding,Auto,-0.003504296,-0.043456319,0.036447727,3.687958871,3.59137854,3.594882834,-0.173152694,0.862738481,0.990774079,-8.772303338,0.020383685,0.000415495,0.003504296,0.053402602,0.105041897,-0.018543661,-0.114651967,0.077564644,3.012454339,2.960904495,2.969817013,-0.385078865,0.70139155,0.9868425,-8.042204777,0.04903485,0.002404416,0.018543661,0.066666798,0.124559675,0.994244144,-1.200237067,0.884976358
ENSG00000006042,TMEM98,chr17,protein_coding,Auto,0.023682746,-0.015997523,0.063363014,5.262744145,5.351879183,5.328196437,1.178215291,0.240366064,0.949003563,-8.467071901,0.020245035,0.000409861,0.023682746,0.216091256,0.321108439,-0.0319408,-0.131019636,0.067138036,3.580204309,3.179645883,3.138141137,-0.643398443,0.522148789,0.970968225,-8.023115905,0.050550427,0.002555346,0.0319408,0.097211226,0.168001163,0.922591139,0.550667412,0.290930844
ENSG00000006062,MAP3K14,chr17,other,Auto,0.000359747,-0.044717086,0.04543658,3.092037019,3.430803529,3.430443781,0.015754713,0.987448649,0.9983172,-8.608611157,0.022998384,0.000528926,0.000359747,0.050028112,0.100041771,0.093224345,0.004461661,0.181987029,3.038379198,3.610937987,3.610345877,2.096109807,0.039830066,0.753422738,-5.97582589,0.045287084,0.00205092,0.093224345,0.542326929,0.666553651,0.989349408,-0.85938165,0.804935005
ENSG00000006071,ABCC8,chr11,protein_coding,Auto,0.093283864,-0.027632077,0.214199806,3.987643506,5.199067168,5.105783303,1.522965862,0.129635023,0.920826765,-7.714607359,0.061691807,0.003805879,0.093283864,0.328183283,0.449865421,0.045253252,-0.098761198,0.189267702,4.253128808,2.323292551,2.214830441,0.627131818,0.532691603,0.970968225,-8.224101464,0.07347676,0.005398834,0.045253252,0.094808102,0.164650917,0.903441363,0.884859817,0.188116121
ENSG00000006116,CACNG3,chr16,protein_coding,Auto,0.047489666,-0.029387993,0.124367325,2.81739617,3.056634237,3.009144571,1.219456104,0.224369211,0.942360691,-7.785534943,0.039223295,0.001538467,0.047489666,0.228158596,0.33561951,0.071627473,-0.058984182,0.202239129,4.487541807,3.047466152,3.058807974,1.094492557,0.277635073,0.938934168,-7.876953357,0.0666386,0.004440703,0.071627473,0.190340327,0.29046418,0.899191884,0.958271417,0.168962957
ENSG00000006118,TMEM132A,chr11,protein_coding,Auto,0.025308004,-0.007213916,0.057829924,7.313878059,7.508322258,7.483014255,1.536204116,0.126357186,0.920533156,-8.216371986,0.016592816,0.000275322,0.025308004,0.332939663,0.455052095,0.003303046,-0.064810117,0.07141621,6.732543494,6.059155759,6.065700508,0.096782926,0.923186004,0.997129951,-8.673554727,0.034751614,0.001207675,0.003303046,0.051043468,0.10155703,0.956438981,0.13862632,0.444872722
ENSG00000006125,AP2B1,chr17,protein_coding,Auto,0.006398899,-0.014581792,0.027379591,8.548736119,8.563939127,8.557540228,0.602077911,0.547928662,0.986945659,-9.262767446,0.010704434,0.000114585,0.006398899,0.091963923,0.160368658,0.049051271,-0.030375394,0.128477936,7.482737175,8.144776117,8.124862478,1.232534407,0.222031707,0.922861235,-7.910718676,0.040523809,0.001642179,0.049051271,0.228899684,0.337615147,0.944571034,0.332648902,0.369699663
ENSG00000006128,TAC1,chr7,protein_coding,Auto,-0.087891303,-0.210269781,0.034487174,0.70474217,2.195485719,2.283377022,-1.417777441,0.158095704,0.930706326,-7.0306284,0.062437999,0.003898504,0.087891303,0.291455768,0.409095941,0.070983004,-0.181655318,0.323621326,0.972718124,5.004795134,4.684428831,0.56075126,0.576826591,0.976400158,-7.469494821,0.128897103,0.016614463,0.070983004,0.085678772,0.151821869,0.913115577,0.717937891,0.236397792
