Row.names,Gene.stable.ID,Crab.eating.macaque.gene.stable.ID,Mouse.gene.stable.ID,Rat.gene.stable.ID,Dog.gene.stable.ID,Skin,Heart,Brain,Muscle,Spleen,Adipose,Thyroid,Colon,Lung,Liver,Pituitary,Adrenal,Human expression breadth,Chicken expression breadth,Brain expression constraint percentile,Heart expression constraint percentile,Liver expression constraint percentile,Lung expression constraint percentile,Muscle expression constraint percentile,Mean mammalian phyloP score
ACD,ENSG00000102977,ENSMFAG00000038023,ENSMUSG00000038000,ENSRNOG00000038973,ENSCAFG00000020352,-4,0,13,-11,0,11,-9,-11,-11,0,11,0,0.461240319,NA,0.874357255,0.856500767,0.632258065,0.667301059,0.768083795,NA
ACE2,ENSG00000130234,ENSMFAG00000039194,ENSMUSG00000015405,ENSRNOG00000031665,ENSCAFG00000012112,0,0,0,0,0,0,0,0,0,0,0,0,0.240558929,0.122965062,0.091884641,0.244573558,0.04949762,0.157249911,0.313123845,3.10669
ACER1,ENSG00000167769,ENSMFAG00000043465,ENSMUSG00000045019,ENSRNOG00000047368,ENSCAFG00000018699,8,0,0,0,0,0,0,0,0,0,0,0,0.085668073,0.15357926,0.061927118,0.141745231,0.159386568,0.073153325,0.211213802,2.61046
ACER2,ENSG00000177076,ENSMFAG00000003867,ENSMUSG00000038007,ENSRNOG00000007637,ENSCAFG00000029621,-8,0,0,0,0,4,-13,11,0,0,0,0,0.27570342,0.250670537,0.458528951,NA,0.286515071,NA,0.276032039,4.89138
ACER3,ENSG00000078124,ENSMFAG00000041221,ENSMUSG00000030760,ENSRNOG00000036866,ENSCAFG00000005192,0,0,0,0,0,-6,0,0,0,-8,-10,0,0.459173864,0.169384062,0.316789627,0.819337865,NA,NA,0.506962415,3.4385
ACHE,ENSG00000087085,ENSMFAG00000037867,ENSMUSG00000023328,ENSRNOG00000050841,ENSCAFG00000014054,0,0,0,0,11,9,9,0,0,0,11,8,0.252034709,NA,0.603509949,0.097127823,0.130301428,0.131081242,0.246087492,NA
ACIN1,ENSG00000100813,ENSMFAG00000044437,ENSMUSG00000022185,ENSRNOG00000013533,ENSCAFG00000011427,0,0,0,-6,6,0,-6,0,0,0,10,0,0.576805657,NA,0.842723005,0.990681868,0.939925965,0.946948971,0.935921134,2.50787
ACKR2,ENSG00000144648,ENSMFAG00000012586,ENSMUSG00000044534,ENSRNOG00000019472,ENSCAFG00000005368,0,0,7,0,11,11,0,11,-11,0,11,0,0.381782317,0.128421628,NA,NA,NA,NA,NA,0.397989
ACKR3,ENSG00000144476,ENSMFAG00000029542,ENSMUSG00000044337,ENSRNOG00000019622,ENSCAFG00000012206,-13,0,0,0,0,9,11,0,6,-8,1,-1,0.346179442,0.213390316,0.898166778,0.733939925,0.319725013,0.608183656,0.739864449,3.46397
ACKR4,ENSG00000129048,ENSMFAG00000030372,ENSMUSG00000079355,ENSRNOG00000011478,ENSCAFG00000006392,0,0,0,0,0,1,0,0,10,0,0,0,0.22235862,NA,0.130002236,0.386866915,0.402221047,0.338467943,0.763401109,NA
ACLY,ENSG00000131473,ENSMFAG00000001561,ENSMUSG00000020917,ENSRNOG00000016924,ENSCAFG00000015818,0,0,0,-1,0,-1,0,0,0,0,0,0,0.618845422,0.19131939,0.955175497,0.995286121,0.281755685,0.878791483,0.788909427,5.17188
ACMSD,ENSG00000153086,ENSMFAG00000001001,ENSMUSG00000026348,ENSRNOG00000003884,ENSCAFG00000005020,0,0,0,0,0,0,0,0,0,0,0,0,0.086318802,0.196491032,0.081824279,0.096031572,0.486938128,0.088735577,0.239433148,4.38031
ACO1,ENSG00000122729,ENSMFAG00000001702,ENSMUSG00000028405,ENSRNOG00000005849,ENSCAFG00000001786,0,6,0,0,0,-6,0,0,0,0,0,11,0.441888672,0.258176874,0.960093897,0.926770445,0.819883659,0.706554062,0.926062847,4.60506
ACO2,ENSG00000100412,ENSMFAG00000043571,ENSMUSG00000022477,ENSRNOG00000024128,ENSCAFG00000001075,0,0,0,0,1,0,0,10,0,0,0,0,0.380859231,0.414756126,NA,NA,NA,NA,NA,NA
ACOT11,ENSG00000162390,ENSMFAG00000038001,ENSMUSG00000034853,ENSRNOG00000007837,ENSCAFG00000019022,11,6,0,0,0,-9,0,6,0,0,1,-13,0.316497712,0.450274853,NA,0.248410436,NA,NA,0.086876155,3.30684
ACOT12,ENSG00000172497,ENSMFAG00000000202,ENSMUSG00000021620,ENSRNOG00000061414,ENSCAFG00000008698,0,0,0,0,0,0,0,0,0,11,0,0,0.084221944,0.222786692,0.14391907,0.242326244,0.273400317,NA,0.341836106,2.43568
ACOT13,ENSG00000112304,ENSMFAG00000035886,ENSMUSG00000006717,ENSRNOG00000018415,ENSCAFG00000010436,0,0,0,0,0,0,0,0,0,0,0,0,0.414025166,0.485543939,0.447350771,0.507016005,0.459122158,0.412870227,0.58693777,NA
ACOT4,ENSG00000177465,ENSMFAG00000043300,ENSMUSG00000052392,ENSRNOG00000046864,ENSCAFG00000023593,9,0,0,0,0,-6,0,0,0,-8,0,0,NA,NA,NA,NA,NA,NA,NA,1.336
ACOT6,ENSG00000205669,ENSMFAG00000036822,ENSMUSG00000043487,ENSRNOG00000029637,ENSCAFG00000023467,0,0,0,0,0,0,0,0,0,-9,0,0,0.24408246,NA,NA,NA,NA,NA,NA,1.71969
ACOT8,ENSG00000101473,ENSMFAG00000031839,ENSMUSG00000017307,ENSRNOG00000015187,ENSCAFG00000009768,-4,0,7,0,0,11,-9,-8,-11,0,11,0,0.595325249,0.369600885,0.709143751,0.541767156,NA,0.479719282,0.528157733,NA
ACOX1,ENSG00000161533,ENSMFAG00000032697,ENSMUSG00000020777,ENSRNOG00000008755,ENSCAFG00000004989,9,0,0,11,-11,-11,0,11,11,8,-12,-8,0.430599246,0.376851858,NA,NA,NA,NA,NA,NA
ACOX2,ENSG00000168306,ENSMFAG00000033938,ENSMUSG00000021751,ENSRNOG00000007378,ENSCAFG00000007261,8,0,0,-11,0,0,-11,10,-11,8,-11,0,0.140244948,0.179797131,0.106639839,0.030695023,0.612057113,0.086475556,0.04978435,2.18298
ACOX3,ENSG00000087008,ENSMFAG00000037622,ENSMUSG00000029098,ENSRNOG00000008474,ENSCAFG00000014554,0,0,9,0,0,0,0,0,0,0,10,0,0.520846678,0.388137898,0.740778001,0.550317913,0.233950291,NA,NA,NA
ACOXL,ENSG00000153093,ENSMFAG00000036885,ENSMUSG00000027380,ENSRNOG00000016179,ENSCAFG00000007073,0,0,0,0,0,0,0,0,0,0,0,0,0.163699088,NA,0.053096356,NA,0.524695928,NA,NA,1.65634
ACP1,ENSG00000143727,ENSMFAG00000026470,ENSMUSG00000044573,ENSRNOG00000005260,ENSCAFG00000030097,4,0,0,10,0,-1,11,10,10,0,0,-11,NA,NA,NA,NA,NA,NA,NA,4.18784
ACP2,ENSG00000134575,ENSMFAG00000000393,ENSMUSG00000002103,ENSRNOG00000013594,ENSCAFG00000008833,0,0,0,0,0,0,0,0,0,1,0,0,0.588909063,0.430703461,0.841269841,0.969853102,0.880803808,0.695729749,0.857547751,3.27153
ACP5,ENSG00000102575,ENSMFAG00000045308,ENSMUSG00000001348,ENSRNOG00000046261,ENSCAFG00000017319,-8,0,0,0,0,4,-12,-8,0,0,6,0,0.207724985,NA,0.384417617,0.335233501,0.40433633,0.473058166,0.068022181,2.62733
ACP6,ENSG00000162836,ENSMFAG00000046287,ENSMUSG00000028093,ENSRNOG00000017494,ENSCAFG00000011059,4,6,0,0,0,11,0,0,0,8,0,9,0.452298462,0.430776101,0.387435725,0.609186582,0.645901639,0.389794219,0.604805915,NA
ACPP,ENSG00000014257,ENSMFAG00000037154,ENSMUSG00000032561,ENSRNOG00000011820,ENSCAFG00000006237,0,0,0,0,0,0,0,0,0,0,0,-8,0.166605512,NA,NA,0.135715852,0.030460074,NA,0.08823167,1.89801
ACR,ENSG00000100312,ENSMFAG00000034551,ENSMUSG00000022622,ENSRNOG00000029762,ENSCAFG00000000558,0,0,0,0,0,0,0,0,0,0,0,0,0.247442031,NA,0.179633356,0.194474896,0.191803279,0.146782443,NA,0.84408
ACRBP,ENSG00000111644,ENSMFAG00000005997,ENSMUSG00000072770,ENSRNOG00000017399,ENSCAFG00000014778,0,0,0,0,0,0,0,0,0,0,10,0,0.142341157,NA,0.146098815,0.288642841,0.187096774,0.287379565,0.302402957,1.37446
ACSBG1,ENSG00000103740,ENSMFAG00000034157,ENSMUSG00000032281,ENSRNOG00000011381,ENSCAFG00000014189,0,0,-11,0,0,0,0,11,0,0,1,-11,0.181191999,0.19616921,0.357478203,NA,0.226546801,0.287022719,0.039433148,3.45806
ACSF2,ENSG00000167107,ENSMFAG00000042230,ENSMUSG00000076435,ENSRNOG00000003330,ENSCAFG00000017050,0,0,-6,0,-11,-4,0,10,9,-11,6,-11,0.356073329,0.440807281,NA,NA,0.211951348,0.345188533,NA,2.93203
ACSF3,ENSG00000176715,ENSMFAG00000044180,ENSMUSG00000015016,ENSRNOG00000015077,ENSCAFG00000019849,0,0,0,0,0,0,0,0,0,0,0,9,0.569902167,NA,0.435054773,0.616860338,0.551348493,0.793743309,0.514602588,2.85988
ACSL1,ENSG00000151726,ENSMFAG00000033716,ENSMUSG00000018796,ENSRNOG00000010633,ENSCAFG00000007662,0,6,-7,0,0,-8,0,-10,0,8,0,0,0.30267984,0.306979148,0.917840376,0.727472046,0.804230566,0.768883074,0.550708564,3.81756
ACSL3,ENSG00000123983,ENSMFAG00000043391,ENSMUSG00000032883,ENSRNOG00000014718,ENSCAFG00000029045,4,0,0,11,0,-1,0,12,6,6,11,-13,0.658197179,0.240610407,NA,0.422275817,0.618191433,0.826335197,0.560197166,4.19404
ACSL4,ENSG00000068366,ENSMFAG00000036623,ENSMUSG00000031278,ENSRNOG00000019180,ENSCAFG00000018063,-6,-6,0,0,-11,-1,0,10,0,0,8,-8,0.4103222,0.461424378,0.572099262,0.670686253,0.169116869,0.773046271,0.412815773,4.58792
ACSL5,ENSG00000197142,ENSMFAG00000001207,ENSMUSG00000024981,ENSRNOG00000016265,ENSCAFG00000010928,0,0,-6,11,0,9,6,0,0,-9,11,-8,0.26505107,0.176867541,0.177285938,0.778557334,0.523532522,0.650410372,0.324460875,3.65163
ACSM3,ENSG00000005187,ENSMFAG00000029841,ENSMUSG00000030935,ENSRNOG00000032246,ENSCAFG00000017952,0,0,0,0,0,0,0,0,0,9,0,0,0.166711417,0.115743278,0.511066398,0.214152598,0.280063458,0.275008921,0.077017868,1.81158
ACSM5,ENSG00000183549,ENSMFAG00000003399,ENSMUSG00000030972,ENSRNOG00000031211,ENSCAFG00000023658,-1,0,6,6,0,-13,0,0,0,-11,0,0,0.106026146,NA,NA,NA,0.19005817,NA,NA,2.08878
ACSS1,ENSG00000154930,ENSMFAG00000003063,ENSMUSG00000027452,ENSRNOG00000007102,ENSCAFG00000004360,-8,6,0,0,0,8,0,10,0,-9,0,0,0.560317744,0.284528391,NA,NA,NA,0.409777566,0.593345656,3.13353
ACSS2,ENSG00000131069,ENSMFAG00000037662,ENSMUSG00000027605,ENSRNOG00000018755,ENSCAFG00000007637,8,6,6,6,0,0,-13,0,-4,-9,8,11,0.382873352,0.182698875,0.670914375,0.73361105,0.544156531,0.499464732,0.721749846,NA
ACSS3,ENSG00000111058,ENSMFAG00000040344,ENSMUSG00000035948,ENSRNOG00000004448,ENSCAFG00000005820,-13,-6,-1,-10,0,-11,-11,0,0,-8,0,9,0.370037091,0.280343675,0.252067963,0.105349704,0.092649392,0.241227548,0.376216882,NA
ACTA1,ENSG00000143632,ENSMFAG00000002280,ENSMUSG00000031972,ENSRNOG00000017786,ENSCAFG00000008253,0,0,0,0,0,0,9,-11,0,0,0,0,0.091416135,NA,0.258104181,NA,0.047435219,0.1066968,0.492791128,6.02408
ACTB,ENSG00000075624,ENSMFAG00000031981,ENSMUSG00000029580,ENSRNOG00000034254,ENSCAFG00000016020,-11,0,7,0,11,-11,-11,-12,-11,-13,6,8,0.460950596,0.313351061,NA,NA,NA,NA,NA,6.02185
ACTC1,ENSG00000159251,ENSMFAG00000039604,ENSMUSG00000068614,ENSRNOG00000008536,ENSCAFG00000012181,9,0,0,-11,0,0,0,-8,0,0,0,0,0.085164607,0.111587491,0.120612564,0.638127604,0.186885246,0.093850363,0.081454097,5.90342
ACTG2,ENSG00000163017,ENSMFAG00000003169,ENSMUSG00000059430,ENSRNOG00000029401,ENSCAFG00000008756,0,0,0,0,-8,-1,0,0,-9,0,0,0,0.11113446,NA,NA,0.22670467,0.309148599,0.377780421,NA,NA
ACTL6A,ENSG00000136518,ENSMFAG00000030153,ENSMUSG00000027671,ENSRNOG00000011553,ENSCAFG00000011364,8,0,0,0,-11,-13,-11,-11,0,0,0,-11,0.624830949,0.547228849,0.391906998,0.76014032,0.82781597,0.711252528,0.506099815,5.57137
ACTL6B,ENSG00000077080,ENSMFAG00000038744,ENSMUSG00000029712,ENSRNOG00000001408,ENSCAFG00000014302,0,0,0,0,0,0,0,0,0,0,0,0,0.142565717,NA,0.662977867,0.161039246,0.075409836,0.068395385,NA,4.83116
ACTN1,ENSG00000072110,ENSMFAG00000003078,ENSMUSG00000015143,ENSRNOG00000056756,ENSCAFG00000016534,0,0,0,0,1,0,0,6,0,0,1,11,0.478655651,NA,NA,0.572462179,0.759280804,0.608897347,0.888724584,5.52941
ACTN2,ENSG00000077522,ENSMFAG00000041700,ENSMUSG00000052374,ENSRNOG00000017833,ENSCAFG00000010822,0,0,0,11,-11,0,9,-10,-10,0,8,-9,0.133531575,0.151615586,0.461658842,0.845757509,0.30153358,0.366599263,0.718052988,5.15946
ACTN3,ENSG00000248746,ENSMFAG00000043864,ENSMUSG00000006457,ENSRNOG00000019745,ENSCAFG00000012504,0,0,0,0,0,0,9,0,0,0,0,0,0.084899905,NA,NA,NA,NA,NA,NA,NA
ACTN4,ENSG00000130402,ENSMFAG00000033669,ENSMUSG00000054808,ENSRNOG00000020433,ENSCAFG00000005776,-4,0,0,-11,0,11,-11,10,11,0,12,11,0.598212357,NA,NA,NA,NA,NA,NA,5.0763
ACTR10,ENSG00000131966,ENSMFAG00000012469,ENSMUSG00000021076,ENSRNOG00000007504,ENSCAFG00000015269,8,0,0,10,0,11,13,0,10,0,0,-8,0.584521995,NA,NA,0.698311774,0.874457959,0.851849649,0.93801602,4.7597
ACTR1A,ENSG00000138107,ENSMFAG00000041926,ENSMUSG00000025228,ENSRNOG00000019725,ENSCAFG00000010210,0,0,0,0,1,9,0,0,0,0,0,0,0.676920649,0.503381499,0.940979209,0.970730103,0.933368588,0.700487689,0.918176217,5.45466
ACTR1B,ENSG00000115073,ENSMFAG00000028601,ENSMUSG00000037351,ENSRNOG00000016789,ENSCAFG00000002380,-9,0,0,1,11,-10,0,-10,-11,0,6,13,0.589612139,NA,0.460764588,0.803990353,NA,0.842750089,0.727418361,5.11599
ACTR2,ENSG00000138071,ENSMFAG00000044097,ENSMUSG00000020152,ENSRNOG00000004959,ENSCAFG00000003197,4,0,-13,10,-11,11,11,10,10,0,-11,-1,0.650312702,0.340318589,0.973172368,0.998355624,0.993654151,0.460925419,0.968083795,5.95165
ACTR3,ENSG00000115091,ENSMFAG00000041594,ENSMUSG00000026341,ENSRNOG00000003206,ENSCAFG00000004985,0,0,0,0,0,0,-9,10,-13,0,-11,-8,0.455500342,0.33888555,NA,NA,NA,NA,NA,5.7438
ACTR3B,ENSG00000133627,ENSMFAG00000034566,ENSMUSG00000056367,ENSRNOG00000031855,ENSCAFG00000004971,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.95557
ACTR5,ENSG00000101442,ENSMFAG00000001911,ENSMUSG00000037761,ENSRNOG00000023989,ENSCAFG00000009000,0,0,0,0,0,0,0,0,0,0,0,0,0.562042349,0.42399735,0.951374916,0.962508222,NA,0.607351017,0.790141713,3.80584
ACTR6,ENSG00000075089,ENSMFAG00000040575,ENSMUSG00000019948,ENSRNOG00000007875,ENSCAFG00000006719,4,0,0,11,0,-11,11,0,10,0,0,-11,0.609483711,NA,NA,NA,NA,NA,NA,NA
ACTR8,ENSG00000113812,ENSMFAG00000042471,ENSMUSG00000015971,ENSRNOG00000015280,ENSCAFG00000008248,0,0,0,-6,0,0,0,0,0,0,0,0,0.694822149,0.521428447,0.871115582,0.722758167,0.659968271,0.872606162,NA,4.62964
ACVR1,ENSG00000115170,ENSMFAG00000042305,ENSMUSG00000026836,ENSRNOG00000005033,ENSCAFG00000009287,0,0,0,0,0,0,0,0,0,0,0,8,0.489905644,NA,0.883411581,0.951984214,0.955684823,0.827048888,0.926432532,4.6938
ACVR1B,ENSG00000135503,ENSMFAG00000031949,ENSMUSG00000000532,ENSRNOG00000006934,ENSCAFG00000007357,0,0,0,0,0,0,0,0,0,0,0,0,0.364447552,NA,NA,NA,NA,NA,NA,4.30993
ACVR1C,ENSG00000123612,ENSMFAG00000042281,ENSMUSG00000026834,ENSRNOG00000004828,ENSCAFG00000009269,0,0,0,0,0,10,-6,0,0,0,-1,0,0.220896064,NA,0.55522021,0.15336549,0.200211528,0.100035685,0.174738139,4.2064
ACVR2A,ENSG00000121989,ENSMFAG00000003464,ENSMUSG00000052155,ENSRNOG00000005334,ENSCAFG00000005507,0,0,0,11,0,-8,0,11,0,6,-6,-8,0.248985145,0.468565058,0.651576123,0.908134181,0.883342147,NA,0.893653728,5.21937
ACVR2B,ENSG00000114739,ENSMFAG00000041141,ENSMUSG00000061393,ENSRNOG00000014477,ENSCAFG00000005035,-6,0,0,0,0,0,-11,-11,0,9,-6,0,0.423089739,0.403111107,0.489045383,0.833041,0.664410365,0.892827406,0.924830561,5.06723
ACVRL1,ENSG00000139567,ENSMFAG00000039766,ENSMUSG00000000530,ENSRNOG00000028713,ENSCAFG00000025220,-1,0,0,-11,1,-10,-11,-10,0,10,6,13,0.229460256,NA,NA,NA,NA,NA,NA,3.2874
ACYP1,ENSG00000119640,ENSMFAG00000042252,ENSMUSG00000008822,ENSRNOG00000006744,ENSCAFG00000015933,0,0,0,0,0,0,0,0,0,0,0,0,0.456519855,0.228573576,0.058797228,0.025981144,0.071708091,0.02926133,0.033086876,3.01056
ACYP2,ENSG00000170634,ENSMFAG00000045208,ENSMUSG00000060923,ENSRNOG00000042419,ENSCAFG00000023070,6,6,0,6,0,0,1,0,0,0,10,-4,0.349588934,0.330094106,NA,NA,NA,NA,NA,NA
ADAL,ENSG00000168803,ENSMFAG00000026391,ENSMUSG00000027259,ENSRNOG00000012166,ENSCAFG00000012043,0,0,0,0,0,0,0,0,0,-1,0,0,0.687189497,0.473549274,NA,NA,NA,NA,NA,NA
ADAM10,ENSG00000137845,ENSMFAG00000003773,ENSMUSG00000054693,ENSRNOG00000054257,ENSCAFG00000016568,4,0,-13,4,-11,11,11,11,11,9,-11,-11,0.59774096,0.438860903,0.897272524,0.981802236,0.990692755,0.968240752,0.919778189,4.53506
ADAM11,ENSG00000073670,ENSMFAG00000035588,ENSMUSG00000020926,ENSRNOG00000002753,ENSCAFG00000014102,-9,0,0,0,0,1,0,-11,0,4,0,0,0.101547123,NA,0.721551531,0.104801579,NA,NA,0.066420209,3.27451
ADAM12,ENSG00000148848,ENSMFAG00000039461,ENSMUSG00000054555,ENSRNOG00000018384,ENSCAFG00000012986,-9,0,0,0,0,-1,0,0,6,0,6,0,0.171133883,NA,0.470601386,0.345428634,0.27678477,0.280361603,0.165742452,2.99761
ADAM15,ENSG00000143537,ENSMFAG00000043971,ENSMUSG00000028041,ENSRNOG00000020590,ENSCAFG00000017100,-4,11,11,0,0,11,-11,11,11,11,0,11,0.428893501,NA,0.742231165,0.766498575,0.655737705,0.907220174,0.84189772,NA
ADAM17,ENSG00000151694,ENSMFAG00000039177,ENSMUSG00000052593,ENSRNOG00000060694,ENSCAFG00000003383,0,0,0,0,0,-6,0,0,0,0,0,0,0.437374925,0.458682122,0.765034652,0.93290945,0.848863035,0.973593434,NA,3.66528
ADAM19,ENSG00000135074,ENSMFAG00000034190,ENSMUSG00000011256,ENSRNOG00000042980,ENSCAFG00000017357,-8,0,0,6,-8,11,11,-10,6,0,0,0,0.251169818,0.447528685,0.956628661,0.404626178,0.671390799,0.602236232,0.453357979,NA
ADAM22,ENSG00000008277,ENSMFAG00000001062,ENSMUSG00000040537,ENSRNOG00000042478,ENSCAFG00000001852,0,0,0,0,-6,11,0,8,0,0,-11,11,0.211846138,0.182540356,0.709255533,NA,0.281861449,0.36207922,0.516820702,4.114
ADAM23,ENSG00000114948,ENSMFAG00000030094,ENSMUSG00000025964,ENSRNOG00000012424,ENSCAFG00000013414,11,0,0,0,0,11,-9,0,6,0,0,11,0.224719255,0.308224642,0.981891348,0.294891471,0.024219989,0.203758772,NA,4.10873
ADAM28,ENSG00000042980,ENSMFAG00000039137,ENSMUSG00000014725,ENSRNOG00000014518,ENSCAFG00000009056,0,0,0,0,-6,0,0,0,0,0,8,0,0.232838765,NA,NA,0.169370752,0.270333157,0.16046152,0.413431916,1.73848
ADAM32,ENSG00000197140,ENSMFAG00000043270,ENSMUSG00000037437,ENSRNOG00000025728,ENSCAFG00000005841,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.655213
ADAM33,ENSG00000149451,ENSMFAG00000043134,ENSMUSG00000027318,ENSRNOG00000021242,ENSCAFG00000006234,-4,1,0,0,0,11,-11,11,11,-11,0,0,0.25865098,NA,0.221551531,0.33994738,0.398307774,NA,NA,1.31879
ADAM8,ENSG00000151651,ENSMFAG00000043182,ENSMUSG00000025473,ENSRNOG00000017897,ENSCAFG00000013440,0,0,0,0,11,11,-1,11,-11,0,11,11,0.173103459,NA,NA,NA,NA,NA,NA,0.549625
ADAM9,ENSG00000168615,ENSMFAG00000039520,ENSMUSG00000031555,ENSRNOG00000017231,ENSCAFG00000005847,-6,0,-6,0,0,4,9,8,0,0,0,8,0.38411386,0.56581599,NA,NA,NA,NA,NA,NA
ADAMDEC1,ENSG00000134028,ENSMFAG00000007172,ENSMUSG00000022057,ENSRNOG00000030724,ENSCAFG00000024869,0,0,0,0,-6,0,-6,0,0,0,0,0,0.090914962,NA,0.111111111,0.040013155,0.190163934,0.02688236,NA,1.19884
ADAMTS1,ENSG00000154734,ENSMFAG00000039719,ENSMUSG00000022893,ENSRNOG00000001607,ENSCAFG00000008586,-1,0,0,0,0,-13,0,-11,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,3.3064
ADAMTS10,ENSG00000142303,ENSMFAG00000040772,ENSMUSG00000024299,ENSRNOG00000008857,ENSCAFG00000018557,-4,0,0,0,0,11,-11,11,11,11,0,0,NA,NA,NA,NA,NA,NA,NA,4.03442
ADAMTS12,ENSG00000151388,ENSMFAG00000042081,ENSMUSG00000047497,ENSRNOG00000018865,ENSCAFG00000018844,0,0,0,0,0,0,0,-10,0,0,0,0,0.210308649,0.360830154,0.305387883,0.39344442,NA,0.356250743,0.379420826,2.67713
ADAMTS13,ENSG00000160323,ENSMFAG00000000040,ENSMUSG00000014852,ENSRNOG00000005780,ENSCAFG00000019776,0,0,9,0,0,1,1,0,9,-8,0,0,0.239438701,NA,0.104963112,NA,0.871919619,NA,0.176093654,1.71882
ADAMTS14,ENSG00000138316,ENSMFAG00000002509,ENSMUSG00000059901,ENSRNOG00000000563,ENSCAFG00000014083,-9,0,0,0,0,-4,0,0,0,0,0,0,0.241511192,0.372770199,0.140956852,0.385222539,0.082601798,0.121089568,0.24103512,3.5475
ADAMTS15,ENSG00000166106,ENSMFAG00000009495,ENSMUSG00000033453,ENSRNOG00000009892,ENSCAFG00000009961,-12,4,0,-1,0,-1,-6,0,0,0,11,0,0.232286893,0.191263974,0.422870557,0.753562815,0.738233739,0.528012371,0.434873691,3.4041
ADAMTS16,ENSG00000145536,ENSMFAG00000000579,ENSMUSG00000049538,ENSRNOG00000016812,ENSCAFG00000010395,0,0,0,0,0,11,0,0,0,0,0,0,0.269494073,NA,0.261345853,0.341262881,0.449074564,0.162959439,0.115834874,2.78666
ADAMTS17,ENSG00000140470,ENSMFAG00000005645,ENSMUSG00000058145,ENSRNOG00000037080,ENSCAFG00000010709,-6,0,0,0,0,0,0,-11,0,0,0,0,0.480270522,NA,0.399284596,0.582328437,0.140983607,NA,0.438817006,3.5353
ADAMTS19,ENSG00000145808,ENSMFAG00000043585,ENSMUSG00000053441,ENSRNOG00000019577,ENSCAFG00000000722,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.36954
ADAMTS2,ENSG00000087116,ENSMFAG00000002799,ENSMUSG00000036545,ENSRNOG00000061484,ENSCAFG00000000334,-11,-6,9,-10,11,-11,0,-11,0,11,-11,4,0.320354099,NA,0.412027722,0.569611927,0.694341618,0.614725824,0.299691929,3.23484
ADAMTS4,ENSG00000158859,ENSMFAG00000000375,ENSMUSG00000006403,ENSRNOG00000003538,ENSCAFG00000012836,-6,-11,0,-1,-1,11,-11,-11,11,11,-11,0,0.143744759,NA,0.455622625,0.179237009,0.22601798,0.132389675,0.405298829,2.57196
ADAMTS5,ENSG00000154736,ENSMFAG00000000566,ENSMUSG00000022894,ENSRNOG00000057794,ENSCAFG00000024758,-12,0,0,-11,2,4,0,-6,11,0,0,8,0.240039268,0.169907511,0.337916387,0.466673975,0.408778424,0.496491019,0.504744301,3.83278
ADAMTS6,ENSG00000049192,ENSMFAG00000030204,ENSMUSG00000046169,ENSRNOG00000012655,ENSCAFG00000007352,0,0,0,0,0,-4,0,0,0,0,11,4,0.274280412,0.177059198,NA,0.523679018,0.632892649,0.390388962,0.626863832,5.37595
ADAMTS7,ENSG00000136378,ENSMFAG00000042737,ENSMUSG00000032363,ENSRNOG00000028036,ENSCAFG00000014148,0,9,0,0,1,8,13,0,0,0,1,13,0.472219286,0.270576385,0.257321708,0.389497917,0.190375463,NA,0.534442391,2.19276
ADAMTS8,ENSG00000134917,ENSMFAG00000038449,ENSMUSG00000031994,ENSRNOG00000005574,ENSCAFG00000009972,-4,0,0,-11,11,11,11,0,-10,0,6,8,0.106231289,0.198054532,NA,0.235474677,0.279111581,0.427976686,0.031300062,2.64442
ADAMTS9,ENSG00000163638,ENSMFAG00000036382,ENSMUSG00000030022,ENSRNOG00000023257,ENSCAFG00000006777,11,11,-7,11,11,11,11,-11,11,11,11,-11,0.24357657,NA,0.430471719,0.476101732,0.500687467,0.574640181,0.515218731,3.77335
ADAMTSL1,ENSG00000178031,ENSMFAG00000042640,ENSMUSG00000066113,ENSRNOG00000006956,ENSCAFG00000001581,-11,0,13,0,11,6,11,-11,11,-9,12,8,0.318837041,0.204027787,NA,NA,NA,NA,NA,3.44802
ADAMTSL2,ENSG00000197859,ENSMFAG00000001650,ENSMUSG00000036040,ENSRNOG00000027742,ENSCAFG00000023757,-8,0,0,11,-11,13,-9,-1,-10,-8,8,0,0.371645838,0.412060864,0.417616812,0.654352116,0.496774194,0.447008445,0.347319778,3.78473
ADAMTSL3,ENSG00000156218,ENSMFAG00000002541,ENSMUSG00000070469,ENSRNOG00000010840,ENSCAFG00000013288,-11,0,0,11,0,11,-11,11,0,0,1,0,0.402660348,0.156476191,0.36474402,0.609405832,0.282178741,0.540264066,0.563524338,2.65378
ADAMTSL4,ENSG00000143382,ENSMFAG00000002869,ENSMUSG00000015850,ENSRNOG00000049385,ENSCAFG00000012044,-11,0,0,0,11,0,-11,-11,0,-11,6,1,0.336632817,NA,0.389894925,0.450449463,0.362030672,0.729332699,0.364633395,1.9297
ADAMTSL5,ENSG00000185761,ENSMFAG00000036443,ENSMUSG00000043822,ENSRNOG00000033787,ENSCAFG00000019512,0,0,13,0,11,-11,-11,-1,-10,-11,1,-11,0.232342446,0.267276476,NA,NA,NA,NA,NA,1.81365
